,user_a,user_b
1048,"mày đi làm ở đâu, bển cần người hông","lotte, đủ người rồi mày"
1049,có bồ chưa,chưa
1050,có đi du học hông,cũng định
1051,ba mẹ mày làm gì ở nhà,làm ruộng mày ơi
1052,mày tên gì?,Hùng
1053,bao tuổi,20
1054,tên bạn là gì?,Lợi
1055,bạn sinh năm bao nhiêu,1999
1056,bạn sinh ra ở đâu?,"Phan Thiết, Bình Thuận."
1057,nhà bạn có bao nhiêu thành viên?,4
1058,sở thích của bạn là gì?,"chơi game, nghe nhạc,..."
1059,bạn có chơi thể thao không?,bơi lội
1060,bạn đang làm gì và ở đâu?,thành phố hcm và học công nghệ thông tin
1061,mày tên gì?,Ly
1062,bao tuổi,19
1063,sinh năm nhiêu?,2001
1064,sinh ngày mấy?,1 tháng 9
1065,tên đầy đủ là gì?,Nguyễn Thị Ly Ly
1066,mét mấy?,1m68
1067,nhiêu kg?,45kg
1068,Ê mày tên gì?,Tao tên là Mèo
1069,Mày nhiêu tuổi rôi?,Tao năm nay 20 rồi.
1070,Rồi mày cung gì?,Cung Kim Ngưu
1071,Mày mệnh gì?,Mệnh kim hay sao á.
1072,Mày cao bao nhiêu vậy?,mét sáu
1073,Mày đang học trường nào vậy?,TDTU
1074,Nhà mày ở đâu?,Sa Pa
1075,mày tên gì?,Lễ
1076,bao tuổi,21
1077,ngành gì,công nghệ thông tin
1078,sở thích,"nghe nhạc, chơi game, du lịch, thích được yêu, sự giàu có, ghét sự nhòm ngó, yêu hòa bình"
1079,Ê mày,Gì
1080,Cho tao hỏi cái,Hỏi đi
1081,Nhóm tự chọn 3 cần nhiêu tín chỉ vậy,6
1082,"Chết bà, tao lỡ học dư 4 tín chỉ rồi","Chắc chưa, coi lại đi"
1083,Chắc,Vậy giờ sao
1084,mày tên gì?,Hùng
1085,bao tuổi,20
1086,tên gì?,Đức
1087,tuổi?,21
1088,nhà ở đâu?,Hà Nội
1089,có mấy anh chị em?,2
1090,anh tên gì?,Đan
1091,anh nhiêu tuổi?,21
1092,đang ở đâu?,Thủ Đức
1093,sống ở đâu?,Hồ Chí Minh
1094,nặng nhiêu cân?,78
1095,cao bao nhiêu?,1m82
1096,thích ăn gì?,"cơm, cháo, phở"
1097,học ở đâu?,Đại học Tôn Đức Thắng
1098,quê ở đâu?,Quảng Ninh
1099,có người yêu chưa?,chưa
1100,thích uống gì?,cà phê sữa
1101,thích chơi thể thao không?,có
1102,chơi môn gì?,bóng rổ
1103,biết chơi game không?,có
1104,thích chơi game gì?,Liên minh huyền thoại
1105,đi du lịch ở những nơi nào rồi?,"Quảng Ninh, Vũng Tàu, Long Hải, Q7, Q1, Q3,..."
1106,nhà có nuôi chó hay mèo gì không?,có nuôi chó
1107,chó gì?,Alaska
1108,chó nhiêu tuổi,2
1109,chó nặng nhiêu cân?,10
1110,đang học ở chỗ nào?,"Đại học Tôn Đức Thắng, quận 7"
1111,trường tiểu học tên gì?,Tam Bình
1112,trường trung học cơ sở tên gì?,Tam Bình
1113,học phổ thông ở đâu?,"Tam Phú, Thủ Đức"
1114,học giỏi môn nào nhất?,không biết
1115,thích học môn nào?,thể dục
1116,đi nghĩa vụ quân sự chưa?,chưa
1117,đang đi chơi hay ở nhà?,ở nhà
1118,có bị bệnh gì không?,không
1119,nhà giàu không?,không
1120,đi xe gì?,wave alpha
1121,thích tác phẩm nào nhất của Nam Cao?,Chí Phèo
1122,rảnh hay làm gì?,"ngủ, xem youtube"
1123,name?,Đức
1124,old?,21
1125,come frome?,Quảng Bình
1126,học lớp 12 ở đâu?,Tam Phú
1127,con trai hay con gái?,con trai
1128,giới tính gì?,nam
1129,học giỏi không?,bình thường
1130,có đi làm chưa?,rồi
1131,làm việc gì?,phục vụ
1132,đang học hay làm?,vừa học vừa làm
1133,đi đâu xa chưa?,rồi
1134,Mày tên gì,Bảo
1135,Học ngành nào,Công nghệ thông tin
1136,Khóa mấy thế,k22
1137,Chuyên nghành nào,Khoa học máy tính
1138,Quê ở đâu,Sài Gòn
1139,Có bạn gái chưa,Rồi
1140,Nhà ở đâu,Quận 2
1141,Sinh năm bao nhiêu,Năm 2000
1142,Đi học bằng gì,Xe máy
1143,Học kì trước đạt loại gì,Khá
1144,Đang dùng laptop hãng nào,AUSUS
1145,Dòng nào,Nitro 5
1146,Dòng đó dùng thế nào,"Mượt, chạy tốt"
1147,Mua lâu chưa,Năm ngoái
1148,Có hãng nào tốt nữa không,MSI
1149,Tầm giá bao nhiêu,Cỡ 19 đến 26 triệu
1150,Core i mấy thì chạy tốt,i5 gen 10 trở lên
1151,SSD có đắt không,Cũng không đắt
1152,SSD bao nhiêu là tốt,256Gb trở lên là được
1153,"ê mày là học sinh mới à, tên gì?","Trung, còn mày"
1154,có bồ chưa cu?,chưa
1155,ở tỉnh lên à?,không tao ở đây
1156,trước học mạc đĩnh chi đúng không?,ừ sao mày biết
1157,"tao là người mới, mong được giúp đỡ?",ừ
1158,mày tên gì?,Hùng
1159,bao tuổi,20
1160,mày tên gì?,Hùng
1161,bao tuổi,20
1162,Tên?,Huy
1163,Tuổi?,22
1164,Làm gì?,Sinh viên
1165,Làm ở đâu?,Đại học Tôn Đức Thắng
1166,Chiều cao?,1m6
1167,Sống ở đâu?,Đâu đó ở Việt Nam
1168,Thích gì?,Ăn
1169,mày tên gì?,Hùng
1170,bao tuổi,20
1171,nhà ở đâu,Long An
1172,Nhà nhiêu người,4
1173,Cha mày làm gì?,Nông
1174,Mẹ mày làm gì?,Công nhân
1175,học ngành gì?,Công nghệ thông tin
1176,Thích đá banh không?,có
1177,đi chơi không?,đi
1178,mày tên gì?,Hùng
1179,bao tuổi,21
1180,Quê quán ?,thành phố Hồ chí minh
1181,Sinh viên năm mấy ?,Năm 3
1182,Ngành học ?,Công nghệ thông tin
1183,Lý do chọn học tại dại học Tôn Dức thắng ?,Do đủ điểm vào đây
1184,mày tên gì?,Hùng
1185,bao tuổi,20
1186,sống ở đâu?,Cà Mau
1187,độc thân không?,có
1188,học ở đâu?,TDTU
1189,đang làm gì?,sinh viên
1190,mày tên gì?,Hùng
1191,bao tuổi,20
1192,cao nhiêu,mét 7
1193,nặng nhiêu,65 kí
1194,mày tên gì?,Khải
1195,bao tuổi,21
1196,quê quán?,Thành phố Hồ Chí Minh
1197,giàu nghèo?,Nghèo
1198,công việc?,Lập trình viên
1199,bồ bịch sao?,Ế
1200,cao mét mấy?,Mét bảy
1201,nặng nhiêu kí?,Tám chục
1202,có béo phì không?,MỘt chút
1203,khi nào giảm cân?,Nào rảnh đã
1204,mày tên gì?,Tài
1205,bao tuổi,21
1206,quê quán?,Quảnng Ngãi
1207,giàu nghèo?,Nghèo
1208,công việc?,Chưa có
1209,bồ bịch sao?,Chưa có
1210,cao mét mấy?,1m75
1211,nặng nhiêu kí?,98kg
1212,có béo phì không?,có
1213,khi nào giảm cân?,sắp tới rồi
1214,mày tên gì?,Hỏi làm gì
1215,bao tuổi,2k3
1216,Nặng nhiu?,0.08 tấn
1217,Cao nhiu?,3m chia đôi
1218,mày tên gì?,Toàn
1219,bao tuổi?,21
1220,cao nhiêu?,1m80
1221,nhiêu ký?,70
1222,có bệnh gì không?,Không
1223,mày tên gì?,Hùng
1224,bao tuổi,20
1225,mày tên gì?,Hùng
1226,bao tuổi,20
1227,Tên gì?,John Cena
1228,chú bao nhiêu tuổi?,22 tuổi
1229,nặng bao nhiêu ký?,70 ký
1230,cao bao nhiêu mét?,1 mét 80
1231,Mày tên gì?,Ngân
1232,Bao tuổi?,18 thôi
1233,Nặng nhiêu?,tầm 60kg
1234,Mày cao mét mấy?,một mét sáu mươi
1235,Mày là nam hay nữ?,nữ
1236,mày tên gì?,Bảo
1237,bao tuổi,21
1238,Ông là ai?,Minh Thư (Vince)
1239,Cao bao nhiểu?,mét 688
1240,chiều cao?,1 mét 50
1241,cân nặng?,45 kí
1242,tên gì?,Đạt
1243,có biệt danh gì không?,Không
1244,ông tên gì á?,Tui tên Nam á
1245,tui 20 tủi nek ông bao nhiu á?,Tui cũng 20 nèk
1246,hmmmm ông chắc khoảng 65kg ha?,"hong, tui nặng lém"
1247,ông cao bnhiu á?,tui cao 1m75 á
1248,"nhìn ông cao quá ha, ông cao nhiu lận á???",tui cao 1m75 lận á
1249,tên của bạn?,Phát
1250,tuổi của bạn?,21
1251,cao bao nhiêu?,1m7
1252,mày tên gì?,Khanh
1253,bao tuổi,20
1254,nặng bao nhiêu kí?,56kg
1255,Học trường nào?,ĐH TĐT
1256,Có mua bằng không?,"100 triệu bằng cử nhân, 200 triệu bằng thạc sĩ, 100 tỷ làm phó hiệu trưởng"
1257,mày tên gì?,Thụy
1258,bao tuổi?,22
1259,mày tên gì?,Bean
1260,bao tuổi,20
1261,mày tên gì?,Hùng
1262,bao tuổi,20
1263,mày tên gì?,t tên Loan
1264,bao tuổi?,tui 20 tủi gòy
1265,cao nhiêu?,tui m67
1266,nặng nhiêu?,"hong nhớ nữa, tầm 56kg gì đó"
1267,mày tên gì?,Hùng
1268,bao tuổi,20
1269,mày tên gì?,Tuấn
1270,bao tuổi,21
1271,mày tuổi giề?,tao tuổi thìn
1272,Mày tên gì?,Tên Tín
1273,Chứ quê mày ở đâu mà hôi cá quá vậy?,Vũng Tàu
1274,Mày mấy tuổi rồi?,Bằng tuổi mày
1275,Mày cao bao nhiêu mà nhìn lùn vậy?,Mày ngứa mỏ à
1276,Mày nặng nhiêu kí?,Cũng chả nhớ chắc tầm 65 kí
1277,mày tên gì ?,Nhơn
1278,bao nhiêu tuổi ?,20
1279,cao bao nhiêu ?,1m80
1280,nặng nhiêu kí ?,70kg
1281,có chơi thể thao không ?,có
1282,mày tên gì?,tên Khoa
1283,bao tuổi,21 tuổi
1284,Cao bao nhiêu ?,1m8
1285,nặng bao nhiêu ?,hỏi làm gì
1286,Mày tên gì?,Giang
1287,Tuổi mày bao nhiêu?,Tuổi Thìn.
1288,Mày cao nhiêu?,Cao hơn mày
1289,Mày nặng bao nhiêu?,100kg
1290,Mày tên gì?,Giang
1291,Tuổi mày bao nhiêu?,Tuổi Thìn.
1292,Mày cao nhiêu?,Cao hơn mày
1293,Mày nặng bao nhiêu?,100kg
1294,Mày tên gì?,"Diiko, tui gay"
1295,Nhiêu tuổi?,21
1296,Trai hay gái?,Trai
1297,Cao nhiêu?,1m80
1298,Nặng nhiêu?,35kg
1299,Mày tên gì ?,Điệp
1300,Bao nhiêu tuổi?,12 tuổi
1301,Có bồ chưa?,chưa
1302,Cao nhiêu ?,nửa mét
1303,Nhiêu kí?,50 kí
1304,cho mình hỏi bạn tên gì?,"tớ tên Hùng, Phạm Mạnh Hùng"
1305,bạn sinh năm nào?,mình sinh năm 2001
1306,Tên gì?,Nguyễn Trần Nhật Đức
1307,Nhiêu tuổi ?,20
1308,Bao nhiêu cân ?,40kg
1309,Cao bao nhiêu mét ?,1m68
1310,Bạn đang tên gì vậy?,Mình tên Chupi
1311,Hiện bạn bao nhiêu tuổi rồi ?,Mới 20
1312,Bạn cao bao nhiêu vậy ?,Không biết hỏi chi
1313,Bạn nặng bao nhiêu ?,Tao nặng nhiêu kệ tao chứ
1314,Mày tên gì ?,Kidz
1315,Nhiêu tuổi?,20 tuổi
1316,Cao bao nhiêu ?,mét 7
1317,Nhiêu kí?,80kg
1318,bạn tên gì?,Nam
1319,Bạn bao nhiêu tuổi,20
1320,Họ và tên?,Nguyễn Thị Thu Huyền
1321,Sinh năm nhiêu?,2000
1322,"Chiều cao, cân nặng?","1m59, 51kg"
1323,Số điện thoại là gì?,0782513xxx
1324,Có biệt danh không?,Có.
1325,Cho hỏi bạn tên gì?,Bưởi Bưởi
1326,Mình có thể xin ngày sinh của bạn được không?,22/02/2000
1327,Bạn cao mét bao nhiêu?,2met
1328,Bạn cân nặng bao nhiêu?,50kg
1329,Bạn bao nhiêu tuổi rồi?,20
1330,tên gì?,"Tài, Dương Trọng Tài"
1331,bao nhiêu tuổi?,20
1332,cao bao nhiêu ?,1m68
1333,ăn gì chưa ?,"ăn rồi, còn bạn?"
1334,Bạn bao tuổi ?,20
1335,Tên gì?,Tôi Tên là Khang
1336,Cho xin mấy câu nha,"Ok bạn, mình là Anh Đoàn."
1337,Tên gì ?,Mai dễ thương
1338,Sinh năm nhiêu ?,Bằng Cún
1339,Năng bao nhiêu ?,Bằng Cún
1340,Cao mấy mét ?,Của m trừ đi 20cm
1341,Bao nhiêu tuổi ?,Bằng Cún
1342,Mày tên gì?,Phát
1343,Bao tuổi?,20
1344,cao bao nhiêu ?,1m7
1345,Nặng ?,54kg
1346,Số điện thoại?,0793736xxx
1347,Nam hay nữ ?,nam
1348,Mày tên gì?,Phát
1349,Bao tuổi?,20
1350,cao bao nhiêu ?,1m7
1351,Nặng ?,54kg
1352,Số điện thoại?,0793736xxx
1353,Nam hay nữ ?,nam
1354,Mày tên gì?,Phát
1355,Bao tuổi?,20
1356,cao bao nhiêu ?,1m7
1357,Nặng ?,54kg
1358,Số điện thoại?,0793736xxx
1359,Nam hay nữ ?,nam
1360,Mày tên gì ?,Minh
1361,Bao nhiêu tuổi?,mười mấy tuổi rồi
1362,Có bồ chưa?,mới chia tay
1363,Cao nhiêu ?,mét 9
1364,Nhiêu kí?,mấy chục
1365,Bạn tên gì vậy?,Nam
1366,Bạn bao nhiêu tuổi thế?,20
1367,Bạn bao nhiêu kg?,72kg
1368,Bạn cao bao nhiêu?,1m73
1369,Trình độ học vấn?,12-Dec
1370,cho mình hỏi bạn tên gì?,Khoa
1371,bạn sinh năm nào?,2002
1372,bạn cân nặng bao nhiêu?,100 kg
1373,bạn có chiều cao bao nhiêu?,170cm
1374,Bạn có bị khùng không?,khùng
1375,Mày tên gì?,Kít
1376,Tuổi mày bao nhiêu?,Tuổi Thìn.
1377,Mày cao nhiêu?,Cao gấp đôi mài
1378,Mày nặng bao nhiêu?,100kg
1379,bạn tên gì?,Tý
1380,bao tuổi?,22
1381,ê nhiêu tuổi?,22
1382,Bạn tên gì?,Mình tên Hạnh
1383,Bạn nhiêu tuổi?,Tầm 20 tuổi
1384,Bạn nhiêu kí?,52kg
1385,Bạn cao nhiêu?,1m7
1386,Tên?,Nguyên
1387,Nhiêu tuổi?,20
1388,Mét mấy?,mét tám
1389,Nặng nhiêu cân?,75
1390,Mày tên gì ?,Lộc
1391,Bao nhiêu tuổi?,mười mấy 2 3 tuổi
1392,Có bồ chưa?,Rồi
1393,Cao nhiêu ?,mét 8
1394,Nhiêu kí?,9 chục
1395,cho mình hỏi bạn tên gì?,"tớ tên Hùng, Phạm Mạnh Hùng"
1396,bạn sinh năm nào?,mình sinh năm 2001
1397,mày tên gì?,Hùng
1398,bao tuổi,20
1399,có vợ chưa,chưa
1400,mày cao mét mấy?,mét 74
1401,mày nặng bao nhiêu?,70kg
1402,chừng nào cưới vợ ?,không biết
1403,mày tên gì?,Hùng
1404,bao tuổi,20
1405,Tên gì?,Khoa.
1406,Khóa mấy?,17
1407,Học ngành gì?,CNTT.
1408,Quên mày ở đâu?,TP. HCM.
1409,Đù quận mấy?,Tân Bình.
1410,Đi từ nhà mày tới trường bao lâu?,Tầm nửa tiếng.
1411,mày tên gì?,Hùng
1412,bao tuổi?,20
1413,mày có vợ chưa?,chưa có nhé pro
1414,vợ mày bỏ mày chưa?,it's sad story
1415,mày muốn gì ở tao?,muốn bồ mày
1416,giờ mày muốn gì?,tao muốn tiền
1417,mày nghĩ mày là ai?,tao là tân tổng thống mỹ
1418,là một thằng đàn ông mày đã có chồng chưa?,có rồi nhé
1419,mày sẽ chọn cách chết như thế nào?,chết trên mặt trăng
1420,mày có muốn ăn thịt không?,thịt gà thì có mà thịt lợn thì không
1421,Bạn tên gì?,Quang
1422,Sinh năm nhiêu?,2001
1423,Nhiêu tuổi rồi?,20
1424,Từ đâu đến?,Hồ Chí Minh
1425,Làm việc gì?,Đang là sinh viên
1426,Học ngành gì?,Khoa học máy tính
1427,Trường nào?,Tôn Đức Thắng
1428,Ngành đó khó không?,Khá là khó
1429,Đang sống với ai?,Ba mẹ
1430,Có đi du lịch thường không?,Ít khi đi
1431,bạn tên gì?,tên Vân
1432,bạn nhiêu tuổi?,21 tuổi
1433,đang sống ở đâu?,TP.HCM
1434,bạn cung gì?,cung Song Ngư
1435,bạn sinh viên năm mấy?,năm 3
1436,học ở đâu?,TDTU
1437,Trường nào?,Tôn Đức Thắng
1438,Sinh sống?,Sinh ra và lớn lên tại TPHCM
1439,Sở thích?,Thời trang
1440,Tình trạng quan hệ?,Độc thân
1441,Thể thao yêu thích?,Cầu lông
1442,tên của bạn là gì?,Hùng
1443,bao nhiêu tuổi?,20
1444,bạn đang độc thân hay không?,không
1445,quê ở đâu?,Ninh Thuận
1446,nhà mấy người?,2
1447,học trường nào?,Tôn Đức Thắng
1448,làm ở đâu?,quận 1
1449,mày tên gì?,Hùng
1450,ba tên gì?,Thắng
1451,mẹ tên gì?,Ngân
1452,mày bao tuổi,20
1453,nhà ở đâu?,Bình Dương
1454,quê ở đâu?,Quảng Bình
1455,nhà mấy người?,4
1456,học trường nào?,Tôn Đức Thắng
1457,làm ở đâu?,quận 9
1458,Mày tên gì,Đức
1459,Nhà ở đâu,Bình Tân - bò nhiều hơn dân
1460,Có mấy anh chị em,3
1461,Sắp tốt nghiệp chưa,chưa
1462,nặng bao nhiêu kg,75
1463,mày tên gì?,Hùng
1464,bao tuổi,20
1465,Nhà ở đâu ?,Ở tim cậu
1466,Quê quán ?,Viêt Nam
1467,SĐT ?,19091019019
1468,mày tên gì?,Quang
1469,bao tuổi?,20
1470,Sinh ở đâu?,Hồ Chí Minh
1471,Đang làm nghề gì?,Công nghệ thông tin
1472,Đi làm chưa?,Đang thực tập thôi
1473,Đi làm vui không?,Cũng được.
1474,mày thích uống gì?,Trà Lipton
1475,mày thích ăn gì?,Rau muống xào tỏi.
1476,mày tên gì?,Hùng
1477,bao tuổi,20
1478,Quê ở đâu?,Sài Gòn
1479,Nickname facebook là gì?,Truc Nguyen
1480,Bao tuổi?,20
1481,Nơi ở?,Quận 7
1482,SĐT?,977736413
1483,học ngành gì?,CNTT
1484,tên gì?,Cường
1485,Quê ở đâu ?,Tam kỳ
1486,bao nhiêu tuổi ?,25
1487,học trường nào ?,ĐH Tôn Đức Thắng
1488,khoa nào ?,CNTT
1489,Bạn tên gì?,Lan
1490,Bạn đang học ngành gì?,Kế toán
1491,Bạn đang là sinh vien năm mấy?,Sinh viên năm 4
1492,Bạn có chơi thể thao không?,Mình có tập yoga.
1493,Bạn ở thành phố hay tỉnh?,Mình ở thành phô.
1494,mày đang đâu đó?,quận 9
1495,mày năm nay bao nhiêu tuổi nhỉ?,sắp 22
1496,mày thì sắp 25 tuổi đúng không?,không nhé
1497,mày học ngành gì?,kỹ thuật phần mềm
1498,mày học ở quận mấy?,quận 7
1499,Nhà ở đâu?,Hồ Chí Minh
1500,Tên gì?,Nhí
1501,Mấy tuổi?,22
1502,Gia đình bao nhiêu người?,4
1503,Khoa nào?,Công Nghệ Thông Tin
1504,Ngành gì?,Khoa Học Máy Tính
1505,Học trường gì?,Trường đại học Tôn Đức Thắng
1506,mày tên gì?,Hùng
1507,bao tuổi,20
1508,mày tên gì?,Hùng
1509,bao tuổi,20
1510,Cho làm quen nhé,Ừ
1511,Thế cho xin số,123456789
1512,mày tên gì?,Dương
1513,bao tuổi,21
1514,mày đang ở đâu?,Quận 7
1515,mày còn đi học không,còn
1516,mày học trường nào?,Đại học Tôn Đức Thắng
1517,mày học khoa nào?,Công nghệ thông tin
1518,mày học ngành gì,Kỹ thuật phần mềm
1519,mày học năm mấy rồi?,năm 4
1520,mày chuẩn bị ra trường chưa?,hết năm nay
1521,mày quê ở đâu?,Quảng Ngãi
